ID,Text,Class,Remarks
2329,"সময় বদলে যায় জীবনের সঙ্গে, জীবন বদলে যায় সম্পর্কের সাথে, সময় বদলায় না আপনজনের সঙ্গে শুধু আপনজন বদলে যায় সময়ের সঙ্গে ।",Sadness,
2330,ভালোবাসার অনুভুতিগুলো খুব আজব রকমের হয় কখনো কষ্টের মাঝে লুকানো সুখ খুঁজে পাওয়া যায় ।,Happiness,
2331,"ভালোবাসা অন্যায় নয়, কিন্তু ভালোবাসার নামে অভিনয় করাটা অন্যায় ।",Disgust,
2332,"সুখ এমন একটা App যা, সবার লাইফে install হয় না ।",Sadness,
2333,"গিরগিটি রং বদলায় আত্ম রক্ষার্থে, আর মানুষ রং বদলায় সার্থ রক্ষার্থে ।",Disgust,
2334,"তুমি এমন মিথ্যে স্বপ্নের সাগর, যে সাগরে প্রতিরাতে ডুব দিয়ে নিজেকে হারিয়ে ফেলি ।",Disgust,
2335,"সুখী তো তারাই হয়, যারা অন্যের বুকে ছুরি মেরে ভালো থাকতে জানে ।",Disgust,
2336,একটা মানুষ তখনি একা থাকতে পছন্দ করে যখন সে দেখে সবাই তাকে ঠকায় ।,Disgust,
2337,"আমি একদিন নিখোঁজ হবো, উধাও হবো রাত প্রহরে, সড়ক বাতির আবছা আলোয়, খুঁজবে না কেও শহরে ।",Sadness,
2338,"গল্পের শেষটা জুড়ে এখনো তুমি , তাই তোমায় ঘিরে সব কাব্য। ..",Happiness,
2339,এ শহরে বোঝার মানুষের থেকে ভুল বোঝার মানুষ বেশি ...,Disgust,
2340,এই নিস্তব্ধ শহরে আমিও নিস্তব্ধ ভীষণ ...,Sadness,
2341,"সত্য , সুন্দর হয়ে যেথায় প্রকাশ পায়, উৎসব তো সেখানেই ।",Happiness,
2342,আমি দুর্বল নই ;আজ আমি ক্লান্ত। মিথ্যে ভালোবাসার অভিনয় দেখতে দেখতে আমি আজ পথভ্রান্ত।,Disgust,
2343,আমার নীরবতা হল আমার দুঃখের আরেকটি ভাষা।,Sadness,
2344,পৃথিবীর সবথেকে সুন্দর জিনিসকে কখনো ছোঁয়া যায় না বা দেখা যায় না; তা কেবল অনুভবেই পাওয়া যায় ।,Sadness,
2345,"আমি চাই যে তুমি বোঝো, তুমি জানো ,কিন্তু আমি কখনো তোমাকে মুখ ফুটে তা বলতে পারব না।",Sadness,
2346,যে তোমাকে হারিয়ে ভালো আছে তাকে কখনো ভালোবাসতে জোর কোরো না।,Disgust,
2347,তুমি আমার দুঃখের কারণ হলেও একমাত্র তোমার কথাতেই আমি হাসি।,Sadness,
2348,স্বার্থপর লোকেরা কখনো তোমায় গুরুত্ব দেবে না যতক্ষণ না তুমি তাদের জন্য কিছু করছো।,Disgust,
2349,"যাকে তুমি দেখতে চাও না তার জন্য নিজের চোখ বন্ধ করতে পারো,কিন্তু যার কথা তুমি ভাবতে চাও না তার জন্য নিজের হৃদয়কে কখনো অবরুদ্ধ করতে পারবে না ।",Disgust,
2350,আমি কখনো বুঝিনি যে আমার হৃদয় এতটা কষ্ট সহ্য করতে পারে যতক্ষণ না তোমায় আমি ভালোবেসেছি ।,Sadness,
2351,কারও সাথে এত বেশি জড়িত হবেন না যতক্ষণ না সে ও আপনার প্রতি একই রকম অনুভব করে – কারণ একতরফা প্রত্যাশা কেবল সর্বনাশের পথেই চালিত করে।,Disgust,
2352,হৃদয়ে জমা হয়ে আছে আহত স্মৃতির ভিড় ।,Sadness,
2353,"প্রতিটি মুহূর্ত যেন চোখের সামনে ভেসে ওঠে, যখন শুনি পুরনো দিনের সেই গানগুলি …যা কখনো আমরা দুজনে গেয়েছিলাম একসাথে।",Sadness,
2354,"বন্ধু ছিল খেলার মাঠে চায়ের দোকান ,লাল রকে-সেই বন্ধু আজকে শুধুহোয়াটসঅ্যাপ আর ফেসবুকে।",Sadness,
2355,"আয়না রে ভাই ,আড্ডা জমাই আমরা সবাই, সেই ঠেকে,হারিয়ে যাওয়া বিকেলগুলোর হলুদ আলো গায়ে মেখে।",Happiness,
2356,অস্থায়ী জীবনেই চিরস্থায়ী হল মানুষের সুন্দর ব্যবহার যা মৃত্যুর পরও সবার স্মৃতিতে থেকে যায়।,Happiness,
2357,নিজের হাসি দিয়ে বিশ্ব জগৎকে পরিবর্তন করতে চেষ্টা করো ;,Happiness,
2358,তবে খেয়াল রেখো যেন এই পৃথিবী তোমার হাসিটি পরিবর্তন করতে না পারে।,Happiness,
2359,যার মনে যতটা সৌন্দর্য বিরাজ করে সে ততটা সুন্দর মনের অধিকারী আর ততটাই সৌন্দর্য সে উপভোগ করতে পারে।,Happiness,
2360,"একটুখানি হারিয়ে একটুখানি পাওয়া, তাল মিলিয়ে চলতে থাকে খুশির আসা যাওয়া,",Happiness,
2361,কিছু স্মৃতি ভুলে আবার নতুন স্মৃতি রোপণ এভাবেই যে চলতে হবেএরই নাম জীবন।,Happiness,
2362,"জীবন সহজ নয় জীবনকে সহজ বানিয়ে নিতে হয়, কখনো প্রার্থনা করে ,কখনো অপেক্ষা করে ,কখনো ক্ষমা করে,আবার কখনো বা এড়িয়ে চলে।",Happiness,
2363,"কে ,কখন, কার কতটা আপন শুধু সময় তা বলে দিতে পারে।",Happiness,
2364,মানুষের কাছে তোমার মূল্য ততদিন থাকবে যত দিন তোমার প্রয়োজন আছে।,Disgust,
2365,হারিয়ে গেলে খুঁজে পাওয়া যায় বদলে গেলে পাওয়া অসম্ভব ।,Sadness,
2366,কাউকে হারিয়ে দেওয়া যতটা সহজ ততোধিক কঠিন কাউকে জয় করা।,Sadness,
2367,আপন বৃত্তে বন্দি সবাই কে কার খোঁজ রাখে ?পথিক তুমি হারিয়ো না ওই পথ হারানোর বাঁকে।,Sadness,
2368,"হাসিটা বন্ধ করো না, কষ্ট সবাই এনে দেবেকিন্তু আনন্দ কে তোমায় নিজেই খুঁজে নিতে হবে।",Happiness,
2369,"বন্ধুত্ব সিঁড়ি হয়ে থাক ,যেখানে ওঠানামা ইচ্ছাধীন, প্রয়োজনে ধরা যায় সাহায্যের রেলিং।",Happiness,
2370,"সময় খুব অভিমানী, তাকে অবহেলা করলে সেও মুখ ঘুরিয়ে নিয়ে চলে যাবে; একবারও পিছন ঘুরে তাকাবে না।",Disgust,
2371,"সময় যদি সব ভুলিয়ে দিত স্মৃতি কি তবে তৈরি হতো ?সময় সেইটুকুই ভোলায়, যেটুকু মানুষ ভুলতে চায়!বাকিটা স্মৃতি হয়ে সারাজীবন মনেই থেকে যায়।",Sadness,
2372,রাগ এবং ঝড় দুটোই এক রকম; ঠান্ডা হওয়ার পর বোঝা যায় ক্ষতি কতটা হয়েছে ।,Disgust,
2373,"পরিবারের সাথে ধৈর্য রাখা হলো ভালোবাসা,অন্য মানুষের সাথে ধৈর্য রাখা হল সম্মান করা, নিজের সাথে ধৈর্য রাখা হলো আত্মবিশ্বাস, এবং ঈশ্বরের প্রতি ধৈর্য রাখা হলো বিশ্বাস।",Happiness,
2374,সময় এক মাত্র মানুষকে সব দুঃখ ভুলিয়ে দিয়ে নতুন করে বাঁচতে শেখায়।,Happiness,
2375,"কেউ বলে বন্ধু বড়, কেউ বলে ভালোবাসা আসলে যে সম্পর্কটি বজায় রাখেসেই মানুষটি ই সবার সেরা।",Happiness,
2376,শিখতে হয় মাথা নিচু করে বাঁচতে হয় মাথা উঁচু করে।,Happiness,
2377,মানুষ যদি তার জীবনে পরিবর্তন চায় তবে সর্বপ্রথম নিজেকে পরিবর্তন করতে হবে।,Happiness,
2378,মানুষের মন যদি অনিয়ন্ত্রিত হয় তা মানুষকে বিভ্রান্তিতে ফেলে দেবে।,Disgust,
2379,মনকে সঠিক প্রশিক্ষণ দিতে পারলে চিন্তাগুলোও তোমার দাসত্ব মেনে নেবে।,Happiness,
2380,রেগে যাওয়ার অর্থ মানে নিজেকেই শাস্তি দেওয়া।,Disgust,
2381,আনন্দকে ভাগ করে নিলে দুটি জিনিস প্রাপ্ত করা যায়; একটি হচ্ছে জ্ঞান ও অপরটি হচ্ছে প্রেম।,Happiness,
2382,"ছেলেবেলা কবে হারিয়ে গেল বড় হয়ে ওঠার ফাঁকে, আজও কি কেউ বিকেল হলে ‘খেলবি’ বলে ডাকে?",Sadness,
2383,"বাদলা দিনে মনে পড়ে ছেলেবেলার সেই গান, “বৃষ্টি পড়ে টাপুর টুপুর নদে এলো বান।",Sadness,
2384,"সত্যিকারের তোমাকে যে ভালোবাসে,সে কখনোই তোমাকে ভুলে থাকতে পারবে না বেশিক্ষণ ;হয়তো অভিমান করে কথা বলবে না কিছুক্ষণ তবু সে তোমাকেই মিস করবে সারাক্ষণ।",Happiness,
2385,ভালোবাসা দিয়ে পরকে আপন করা যায় আর সম্পর্ককে করে তোলা যায় আরও অনেক গভীর।,Happiness,
2386,সম্পর্ক রক্তের বাঁধনে নয় অনুভূতির বাঁধনে তৈরি হয় যেখানে অনুভূতির বন্ধন থাকে সেখানে পর ও আপন হয়।,Happiness,
2387,যারা দূরে থেকেও রাখে খোঁজ তাদের ই জন্য বাঁচি রোজ।,Happiness,
2388,ভালোবাসা হলো বাতাসের মতো যা দেখতে পাওয়া যায় না তবে অনুভব করতে পারা যায়।,Happiness,
2389,জীবনকে রঙিন করতে রঙের প্রয়োজন হয় না; প্রয়োজন একটি ভালো সম্পর্কের।,Happiness,
2390,পৃথিবীর সবথেকে স্বার্থহীন সম্পর্ক হলো বাবা মার সাথে তার সন্তানের।,Happiness,
2391,"সম্পর্ক সুন্দর দূরের থেকে ,চাই না যেতে কারও কাছে । গোলাপ তুলতে আমি চাই না কখনো, গোলাপের কাঁটা ফোটে পাছে।",Fear,
2392,মায়া ত্যাগ করা শিখতে পারলে দেখবে কষ্ট ও কমে গেছে ;কারণ মায়া জিনিসটা নেশার থেকেও খারাপ।,Disgust,
2393,"খুশি পাল্টে যায় জীবনের নানা বাঁকে,খুব ভালো হতো যদি খুশি মাপা হতো হাসির এককে।",Sadness,
2394,"ছোট ছিলাম ,সব ভুলে যেতাম সকলে বলত ,’মনে রাখতে শেখো’।বড় হলাম ,কিছু ভুলি না এখন ।কিন্তু দুনিয়া বলছে,’ ভুলে যেতে শেখো’।",Sadness,
2395,প্রাপ্তি এবং অপ্রাপ্তির এই ছোট্ট জীবনটাই সুন্দর।,Happiness,
2396,"জীবনে সব ‘পেতে হয় না’, কিছু কিছু অপূর্ণতা ও সুন্দর।সব পেয়ে গেল জীবন আর ভালো লাগবে না, সব পানসে মনে হবে।",Sadness,
2397,পৃথিবীর সবথেকে বড় মনোবিজ্ঞানী হলেন মা; যিনি মুখে বলার আগেই মনের সব কথা বুঝে ফেলেন।,Happiness,
2398,তুমি মানুষকে যা দিয়েছো তার প্রতিদান আশা করে না ;কারণ সবার হৃদয় তোমার মতো সুন্দর নাও হতে পারে।,Sadness,
2399,প্রত্যাশা বাড়ানো মানে নিজেকে আরও বেশি করে কষ্ট দেওয়া।,Sadness,
2400,"মানুষ তখনই কাঁদে , যখন তার মনের সঙ্গে লড়াই করে হেরে যায় ।",Sadness,
2401,"কান্না লুকিয়ে যে একবার হাসতে শিখে গেছে, তুমি তাকে আর কাঁদাতে পারবে না ।",Sadness,
2402,তোকে ভুলতে পারলেও কখনো তোর স্মৃতিকে ভুলতে পারবো না,Sadness,
2403,বেঁচে তো আছি কিন্তু তোকে ছাড়া ভালো নেই,Sadness,
2404,ভালো আমি বেসেছিলাম তুইও বেঁচে ছিল কিন্তু আজ শুধু আমি একা কাঁদছি,Sadness,
2405,যদি তুমি আমাকে সত্যি ভালবাসতে তবে আমায় ছেড়ে চলে যেতে পারতে না,Sadness,
2406,যখন তুমি ছিলে তখন তুমি আমার নেশা ছিলে এখন তুমি নেই তাই নেশাতেই তোমায় খুঁজি,Sadness,
2407,ভালোবাসি যত সহজে বলা যায় ততো সহজে ভালোবাসার মানুষটিকে ছাড়া যায় না,Sadness,
2408,আমি ভালো আছি। তুমিও যেখানেই থেকো ভালো থেকো।,Happiness,
2409,কারণে হোক বা অকারণে আমি জানিনা আমি কেন শুধু তোমায় ভালোবাসি,Happiness,
2410,খুব সহজেই কাছের মানুষগুলো চলে যাওয়ার সময় বলে যায় ভালো থেকো কিন্তু ভালো থাকার কারণটা তো সে নিজে,Sadness,
2411,কাছে আসার জন্য কখনো কখনো দূরে যাওয়ার প্রয়োজন হয়,Sadness,
2412,ভালো থাকার কারণ যেই মানুষটি ছিল আজ সে অন্যকে ভালো রাখতে ব্যস্ত,Sadness,
2413,কিছু কিছু মানুষ একজন কেই সারা জীবন ভালোবেসে যায়,Sadness,
2414,কখনো তোমায় ছাড়া পথ চলতে হবে ভাবিনি কিন্তু আজ এই পথে আমি শুধু একা,Sadness,
2415,আমি তোমাকে অনেক ভালোবাসি,Happiness,
2416,আমি পরাজিত নই তুমি আমার মূল্য বুঝতে পারোনি,Sadness,
2417,সত্যি ভালবাসলে নাকি সে ভালোবাসা পাওয়া যায় না তাই হয়তো তুমি আর আমার হলে না,Sadness,
2418,মানুষের মন খুবই নরম খুব সহজেই ভেঙে যায় কিন্তু সহজে জোড়া লাগে না,Sadness,
2419,কারো মনে আঘাত দিও না তুমি সুখী হতে পারবে না,Anger,
2420,তুমি আমার ভুল ছিলে কিনা জানিনা কিন্তু সবথেকে বেশি কষ্টটা আমি তোমার থেকেই পেয়েছি,Sadness,
2421,ভালবাসলে সত্যি পাওনা বলতে সবচাইতে বেশি কষ্টটাই পাওয়া হয়,Sadness,
2422,অবস্থান হোক না যতো দূর আত্মার মিল হবে অদৃশ্যের মাঝেই,Happiness,
2423,সবাই পড়ে কেউ প্রকাশ করে আর কেউ করে না,Sadness,
2424,যে তোমাকে কাঁদায় তাকে মনে রেখে লাভ কি তাকে জীবন থেকে মুছে ফেললে তবে তুমি ভালো থাকবে,Disgust,
2425,আর কারো ভালোবাসা চাইনা একা থাকতে চাই একাই বাঁচতে চাই,Disgust,
2426,ভুলটা আমার স্বপ্নটা আমি একাই দেখেছিলাম তাই কষ্টটাও আমি একাই পাচ্ছি,Sadness,
2427,আর যাইহোক আমাকে তোমায় ভুলে যেতে বলো না কারন তোমাকে ভুলে থাকলে আমি আর বেঁচে থাকব না,Sadness,
2428,কিছু কষ্ট না আমরা কাউকে বলতে পারি না কেউ সেগুলি বোঝে শুধু সেগুলো ভেবে আমাদের নিজেদেরকে কষ্ট পেতে হয়,Sadness,
2429,আমি একজন ব্যর্থ প্রেমিক কারন আমি তোমাকে বোঝাতে পারিনি তোমাকে আমি কতটা ভালোবাসি,Sadness,
2430,পারফেক্ট মানুষ সবাই চায় কিন্তু কেউ চায় না অন্যের জন্য পারফেক্ট মানুষ হতে,Disgust,
2431,সহজ নয় তোকে অন্য কারোর হতে দেখা,Sadness,
2432,কাউকে দূর থেকে ভালোবাসা যাওয়াই ভালো কারণ তাতে অন্তত হারানোর ভয় থাকে না,Fear,
2433,যদি সম্পর্কে ভালোবাসায় না থাকে তবে সেই সম্পর্ক‌ রেখে লাভ কি,Sadness,
2434,তোমাকে আমি আজও ভুলতে পারিনি শুধু ভুলে থাকার নাটক করেছি,Sadness,
2435,কাউকে ভালোবাসি বলার আগে একবার ভেবে দেখো তাকে আদৌ সুখে রাখতে পারবে তো,Fear,
2436,ভালোবাসি বলা খুব সহজ কিন্তু সারা জীবন সেই ভালোবাসার মানুষটিকে ভালো রাখার সহজ নয়,Sadness,
2437,আমি তোমাকে হারাবার পর বার বার তোমাকেই ভালোবেসেছি,Sadness,
2438,আজও এই মনকে বোঝাতে পারলাম না তোমায় ভালো না বাসতে আজও সে তোমাকে ভালোবাসে,Sadness,
2439,আগে যে আমার সাথে ঘন্টার পর ঘন্টা কথাই ব্যস্ত থাকত আছে আমার সাথে কথা না বলার জন্য বাহানা খোঁজে,Sadness,
2440,তাকে যেতে যাও তোমায় ছেড়ে যেতে চায় কারণ জোর করে আর যাই হোক ভালোবাসা পাওয়া যায় না,Disgust,
2441,তোমায় ভালোবেসেছি বহুবার ভালবেসেছি আর এই ভাবেই হাজার হাজার বছর ভালবেসে যাব,Happiness,
2442,"সত্যি তো এটাই , যে হৃদয়ে থাকে , সে ভাগ্যে থাকে না",Sadness,
2443,কিছু মানুষ পাবেনা জেনেও সারাজীবন একজনকেই ভালোবেসে যায়,Sadness,
2444,খুব কম মানুষই সত্যি ভালোবাসি কারণ সত্যি ভালোবাসার দাম সবাই দিতে পারে না,Disgust,
2445,যে ভালোবাসাকে নিয়ে খেলা করে সেই ভালোবাসার মানুষ পায়,Disgust,
2446,আমি তাকে চাই না যে আমার কাছে শুধুই চাইবে আমি তাকে চাই যার কাঁধে আমি মাথা রেখে কাঁদতে পারবো,Happiness,
2447,কখনো আমি ভাবি নি তুমি আমাকে এভাবে ছেড়ে চলে যাবে তাই আর যাই হোক তোমায় কোনদিন ভুলতে পারবো না,Sadness,
2448,না বলা ভালোবাসা গুলোই সত্যিকারের হয় যা দূর থেকে হয় কখনো প্রকাশ করা হয় না,Sadness,
2449,নিজের স্বার্থ ফুরিয়ে গেলে সবাই চলে যায় সবশেষে নিজেকে একাই থাকতে হয়,Sadness,
2450,"মাঝে মাঝে নিজেকে প্রশ্ন করি, এমন কেউ কি আছে যে আমাকে হারানোর ভয় পায়?",Fear,
2451,"তোমার সাথে বাঁচার ইচ্ছে ছিল, নইলে ভালোবাসা যে কারো সাথেই হতে পারতো।",Sadness,
2452,আপনার আবেগকে কখনই আপনার বুদ্ধিমত্তার উপর প্রভাব ফেলতে দেবেন না।,Disgust,
2453,আমার প্রতিটি নিঃশ্বাস প্রমাণ করে যে আমি তোমাকে ছাড়া বাঁচতে পারি।,Sadness,
2454,যে আপনাকে মূল্য দেয় না তার উপর আপনার অনুভূতি নষ্ট করবেন না।,Disgust,
2455,তুমি যদি আমার মন পড়তে পারো তাহলে তুমি কাঁদতে।,Sadness,
2456,আমি আর মানুষের উপর নির্ভর করি না কারণ আমি হতাশ হয়ে ক্লান্ত।,Disgust,
2457,আমি গতকাল যে মানুষটি ছিলাম তার সাথে আজকের মানুষটির কোন তুলনা হয় না!,Sadness,
2458,প্রতিটা জলের ফোঁটাকে সম্মান কর সেটা আকাশ থেকে হোক বা চোখের।,Sadness,
2459,হৃদয় যখন কষ্টের ভার সইতে পারে না তখন অশ্রু ঝরে যায়,Sadness,
2460,মেঘ যখন জলের ভার সইতে পারে না তখন বৃষ্টি পড়ে..,Sadness,
2461,আমি আপনার কাছে কিছুই নাও হতে পারি কিন্তু আপনি এখনও আমার পাসওয়ার্ড।,Happiness,
2462,ধূলিকণাযুক্ত চোখ এবং বিশ্বাসযুক্ত হৃদয় সর্বদা কাঁদে।,Sadness,
2463,আপনি কি জানেন যে আমি আপনাকে হারিয়েছি এই সত্যটি সবচেয়ে বেশি কষ্ট দেয়।,Sadness,
2464,"সময় মূল্যবান, নিশ্চিত করুন যে আপনি সঠিক লোকেদের সাথে এটি ব্যয় করেছেন।",Happiness,
2465,আপনি কি করবেন যখন একমাত্র যিনি আপনাকে কান্না থামাতে পারেন তিনিই আপনাকে কাঁদিয়েছেন?,Sadness,
2466,আমি আমার নিজের জীবনে অপরিচিত।,Disgust,
2467,কেউ আর শোনে না… চিৎকার করে লাভ কী?,Sadness,
2468,হৃদয় কতটা ভাঙা তা প্রকাশ করার ভাষা হল কান্না।,Sadness,
2469,"নিজেকে সুখী করার জন্য, অন্তত একজনকে খুশি করা প্রয়োজন।",Happiness,
2470,"যারা একসময় আমার কাছের মানুষ ছিল, তারা এখন সম্পূর্ণ অপরিচিতের মতো আচরণ করে।",Sadness,
2471,যে আপনাকে মনে রাখার মতো অনেক কিছু দিয়েছে তাকে ভুলে যাওয়া কঠিন।,Sadness,
2472,"সুখ অল্প সময়ের জন্য ধৈর্য দেয়,কিন্তু ধৈর্য চিরকালের জন্য সুখ দেয়।",Happiness,
2473,আবার তোমার স্মৃতি আমার হৃদয়ের দরজায় দাঁড়িয়ে আছে..!!,Happiness,
2474,"কারোর জন্যে কিছু করে যদি তাকে সেটা বলে বলে বোঝাতে হয় , তবে সেই করার কোনো মূল্য থাকেনা ।",Disgust,
2475,"যেদিন সে আমার ভালোবাসার কথা মনে করবে,আবার আমার হয়ে অনেক কাঁদবে..!!",Sadness,
2476,সম্পর্ক সবসময় হৃদয় থেকে হওয়া উচিত কথায় নয়..!!,Happiness,
2477,"যারা ভিতর থেকে মারা যায়,তারাই অনেক সময় অন্যকে বাঁচতে শেখায়।",Happiness,
2478,"চোখের জল সবাই দেখতে পেলেও,হৃদয়ের কষ্ট কেও দেখেনা!",Sadness,
2479,"কোনকিছু পওয়ার আনন্দ হয়তো কিছুদিন থাকে, কিন্তু কিছু না পাওয়ার বেদনা থাকে সারাটাজীবন",Sadness,
2480,জীবনের সেরা শিক্ষাটা পাওয়ার জন্য.....কোন না কোন মানুষের কাছে ১বার ঠকে যাওয়া টা খুব দরকার।,Sadness,
2481,"আবেগ হল মােমবাতি যা......কিছুক্ষণ পর নিভে যায়, আর বিবেক হল সূর্য যা,কখনােও নেভে না",Disgust,
2482,"সবাই তোমাকে কষ্ট দিবে, তোমাকে শুধু এমন একজন কে খুঁজে নিতে হবে যার দেয়া কষ্ট তুমি সহ্য করতে পারবে।",Happiness,
2483,কষ্ট নেবে কষ্ট হরেক রকম কষ্ট আছে কষ্ট নেবে কষ্ট।,Sadness,
2484,"সিঙ্গেলদের আরেক কষ্ট, ঘন ঘন মানুষের রিলেশনশিপ স্ট্যাটাস দেখা।",Disgust,
2485,"কেউ ভুলে যায় না, প্রয়োজন শেষ তাই আর যোগাযোগ রাখেনা",Disgust,
2486,"লাল কষ্ট নীল কষ্ট কাঁচা হলুদ রঙের কষ্ট পাথর চাপা সবুজ ঘাসের সাদা কষ্ট, আলোর মাঝে কালোর কষ্ট ‘মালটি-কালার’ কষ্ট আছে কষ্ট নেবে কষ্ট।",Sadness,
2487,"ঘরের কষ্ট পরেরর কষ্ট পাখি এবং পাতার কষ্ট দাড়ির কষ্ট চোখের বুকের নখের কষ্ট, একটি মানুষ খুব নীরবে নষ্ট হবার কষ্ট আছে কষ্ট নেবে কষ্ট।",Sadness,
2488,এই পৃথিবীতে প্রিয় মানুষগুলোকে ছাড়া বেঁচে থাকাটা কষ্টকর কিন্তু অসম্ভব কিছু নয় কারো,Happiness,
2489,প্রেম একটি চমৎকার অসুখ।,Sadness,
2490,"কষ্ট পাওয়ার, তিলে তিলে, ধুকে ধুকে মরার জন্য এমন অসুখ খুব বেশী নেই।",Sadness,
2491,"যে পুরুষ কখনও দুঃখ কষ্ট ভোগ করেনি,সে পোড় খাওয়া মানুষ নয়, মেয়েদের কাছে সে বাঞ্ছনীয় হয় না।",Disgust,
2492,দুঃখ কষ্ট মানুষকে দরদী ও সহনশীল করে তোলে,Happiness,
2493,"ফুল গুলি সব ঝরে গেছে, বাগান আজ শুন্য।",Sadness,
2494,তোমার স্মৃতি মনে পরলে লাগে যে বিষন্ন।,Sadness,
2495,হঠাৎ করে হারিয়ে গেলে অজানা এক দেশে।,Sadness,
2496,কেমন করে চলে গেলে হাওয়ার সাথে মিশে..,Sadness,
2497,"পাখির গানে ঘুম ভাঙে, তোমার ফোনে না।",Disgust,
2498,প্রতিক্ষার প্রহর শেষে দেখা হলো না..!!,Sadness,
2499,"আজ নিজে নিজে নীরবে কাঁদছি,",Sadness,
2500,যে কান্না হয়তো মরণ হলে শেষ হবে ।,Sadness,
2501,তবে সত্য বলতে কি জানো আমি তোমাকে আজও ঠিক আগের মতই ভালোবাসি ।,Happiness,
2502,ভালোবাসা হচ্ছে একধরনের মায়া যেখানে পুরুষ এক নারীকে অন্য নারী থেকে আলাদা করে দেখে আর নারী এক পুরুষকে অন্য পুরুষ থেকে আলাদা করে দেখে।,Happiness,
2503,তুমি মনে করো আমি বদলে গেছি। সত্যি কথা হল তুমি কখনই সত্যিকারের আমাকে বুঝনি।,Disgust,
2504,আপনার অস্থায়ী আবেগের জন্য স্থায়ী সিদ্ধান্ত নেবেন না।,Disgust,
2505,"আমি টেক্সট করতে আসক্ত নই, আমি যাকে টেক্সট করছি তার প্রতি আসক্ত।",Happiness,
2506,"আজ যখন একটা মুখ হাসতে দেখলাম, মনে পড়ল, এমন একটা মুখ আমাকে সর্বনাশ করেছে।",Disgust,
2507,"বেদনা মধুর হয়ে যায়, যদি তুমি দাও..।",Happiness,
2508,"মুখের কথাই হয় যে গান, যদি তুমি গাও.!",Happiness,
2509,বাঁধিনি হৃদয় পিঞ্জরে রেখেছি মুক্ত করে।,Happiness,
2510,"যাবি যদি দূরেই পাখি, যা রে উড়ে করবোনা মানা তোরে..।",Sadness,
2511,"অন্য কারো হাতে তোমার সুখ আমানত দিও না, কারন সে হারিয়ে গেলে তোমার সুখকে আর তুমি খুজে পাবে না…..!!!",Sadness,
2512,এক চোখ কখনো আরেক চোখকে দেখেনা তবুও এক চোখের কিছু হলে আরেক চোখে অশ্রু না ঝড়িয়ে পারে না।,Sadness,
2513,আমি সত্যিই ব্যার্থ !!!,Disgust,
2514,আমি কখনোই তোমাকে বুঝাতে পারি নাই আমি তোমাকে কতটা ভালবাসি..,Sadness,
2515,সমুদ্রের ঢেউ বার বার ফিরে আসে কিন্তু যাকে একবার নেয় তাকে আর ফিরিয়ে দেয় না ।,Sadness,
2516,কিছু কথা কাউকে বলা যায়না শুধু বুকের মধ্যে বয়ে বেড়াতে হয়,Sadness,
2517,ভুল যেমনি মানুষকে সিখায়। তেমনি ভলোবাসা মানুষকে কাদায়।।,Sadness,
2518,তবুও তোমাকেই খুঁজেছি আমি; এখনো চাই তোমাকেই।,Happiness,
2519,তোমাকে হারাইনি হারিয়েছি নিজেকে।,Sadness,
2520,কাউকে বোঝাইনি বুঝিয়েছি এই নিজেকে,Sadness,
2521,লাগবে না কারো ভালোবাসা।,Disgust,
2522,আমি একাই ভালো আছি।,Happiness,
2523,কেউ যদি তোমার ভালবাসার মূল্য না বুঝে তবে নিজেকে নিঃস্ব ভেবো না। জীবনটা এত তুচ্ছ না,Disgust,
2524,বার বার তোমার চোখের পানি মুছে ফেলার চেয়ে জীবন থেকে তাকে মুছে ফেলা উত্তম যে তোমাকে এতবার কাঁদায়।,Disgust,
2525,"তুমি বেঁচে থেকো তোমার সকল ভালোলাগার কারণগুলো নিয়ে, আমি না হয় বেঁচে থাকবো তোমার সকল অতীতকে আঁকড়ে ধরে।",Sadness,
2526,সত্য বলা ও আমানত রক্ষা করা মুমিন ব্যক্তির সর্বোত্তম গুণ।,Happiness,
2527,অপরদিকে মিথ্যা বলা ও খিয়ানত করা ধোকাবাজ ব্যক্তির সবচেয়ে বদ গুণ!,Disgust,
2528,কাওকে দুঃখ দিলে তোমাকে দুঃখ পেতে হবে সেটা আজ হোক অথবা কাল!,Fear,
2529,মন is not সরকারী it is very দরকারী,Happiness,
2530,"যাকে তাকে do not দান, হারিওনা your মানসম্মান",Disgust,
2531,মনটা দিবে just তাকে loveকরবে যে only তোমাকে,Happiness,
2532,কাউকে ছেড়ে থাকা খুব কষ্টের।,Sadness,
2533,কিন্তু তার চেয়েও বেশি কষ্টের হলো আসবেনা জেনেও তার জন্য অপেক্ষা করা।,Sadness,
2534,এগিয়ে গিয়েও পিছিয়ে আসি,Sadness,
2535,পেরোতে চাই না একা,Fear,
2536,এই পথের নাম পাবে নিজের দাম তুমি একবার দিলে দেখা,Happiness,
2537,আমি ছিড়ে ফেলেছি ডায়রীর পাতা যেখানে লিখা ছিলো হাজারো স্বপ্নের কথা,Sadness,
2538,শুধু ছিড়তে পারিনি আমার মনের পাতা,Sadness,
2539,যেখানে জমা আছে অনেক ব্যাথা..!,Sadness,
2540,"আমি রাগ করি না, কারণ আমি জানি আমার রাগের মূল্য নেই কারো কাছে",Sadness,
